YEAR,STATE,imfant mortality 100k,DEATHS_x,homicides per 100k,DEATHS_y,overdose deaths per 100k,deadly overdoses,suicide per 100k,total suicides,lifeExpectancey,percent use cigerrets,Sample_Size,Gallons of Ethanol per Capita,Driving Fatalities Involving Alcohol (Percentage),Excessive Drinking rate (Percentage),Recent Trend,cancer casees per 100k,Average Anual Cancer Patients,rate of cancer increase,% deppressed
2014,ID,5.33,122,2.4,36,13.7,212,20.0,320,,15.3,"5,304",2.1,31.5,19.6,stable,444.9 ,9122,0.4 ,
2014,IL,6.58,1043,6.2,792,13.1,"1,705",10.5,"1,398",,14.5,"5,338",2.42,28.8,22.9,stable,459.7 ,70160,-0.1 ,
2014,IN,7.08,595,5.7,364,18.2,"1,172",14.3,948,,19.2,"8,427",2.34,19.0,17.7,data not available,data not available ,data not available,data not available,
2014,IA,4.76,189,2.5,78,8.8,264,12.9,407,,16.4,"9,467",2.34,26.8,24.6,rising,486.8 ,19197,1.0 ,
2014,KS,6.2,243,3.6,104,11.7,332,15.7,455,,16.2,"10,814",2.12,19.4,20.0,falling,453.9 ,15648,-0.5 ,
2014,KY,7.12,400,4.7,203,24.7,"1,077",15.9,727,,23.6,"7,735",2.12,25.5,18.2,stable,506.8 ,27911,-0.3 ,
2014,LA,7.52,485,11.7,538,16.9,777,14.3,679,,21.9,"4,456",2.59,31.2,21.9,rising,478.3 ,26491,0.8 ,
2014,ME,6.62,84,2.0,23,16.8,216,15.7,220,,17.6,"11,048",2.99,34.4,22.5,stable,473.4 ,9293,-0.1 ,
2014,MD,6.49,480,6.7,387,17.4,"1,070",9.8,606,,12.7,"16,547",2.15,28.3,16.0,stable,449.7 ,32760,-0.2 ,
2014,MA,4.32,311,2.0,133,19.0,"1,289",8.2,596,,12.0,"7,394",2.62,30.5,22.5,stable,449.4 ,38719,-0.4 ,
2014,MI,6.46,739,6.3,589,18.0,"1,762",13.3,"1,354",,18.7,"10,181",2.53,29.2,20.5,falling,438.2 ,55927,-1.1 ,
2014,MN,5.01,350,1.9,101,9.6,517,12.2,686,,14.6,"14,884",2.85,29.9,23.4,rising,473.3 ,31958,0.9 ,
2014,MS,8.18,317,11.4,332,11.6,336,12.5,380,,20.4,"4,945",2.39,18.5,15.9,stable,465.4 ,16781,0.2 ,
2014,MO,6.12,461,7.5,441,18.2,"1,067",16.3,"1,017",,19.6,"7,088",2.68,27.6,19.5,falling,449.8 ,34586,-0.6 ,
2014,MT,5.79,72,2.9,30,12.4,125,23.9,251,,16.6,"6,299",3.32,46.4,24.3,falling,457 ,6461,-0.4 ,
2014,NE,5.08,136,3.4,63,7.2,125,13.4,251,,14.7,"15,301",2.17,33.2,23.2,rising,459.1 ,10374,0.8 ,
2014,NV,5.52,198,6.3,176,18.4,545,19.6,573,,15.7,"2,702",3.43,27.3,19.5,data not available,data not available ,data not available,data not available,
2014,NH,4.39,54,0.0,17,26.2,334,17.8,247,,15.9,"5,481",4.83,33.1,20.8,falling,476 ,8767,-0.6 ,
2014,NJ,4.39,454,4.4,372,14.0,"1,253",8.3,786,,,,2.63,22.8,16.0,falling,481.9 ,53389,-0.5 ,
2014,NM,5.22,136,6.8,135,27.3,547,21.0,449,,16.0,"5,746",2.3,29.4,17.4,stable,369 ,9672,-0.3 ,
2014,NY,4.62,1102,3.4,662,11.3,"2,300",8.1,"1,700",,12.7,"13,230",2.22,20.2,19.0,falling,474.4 ,114869,-0.5 ,
2014,NC,7.14,864,5.6,551,13.8,"1,358",13.0,"1,351",,18.5,"4,131",2.31,25.9,16.5,falling,464.4 ,59215,-0.4 ,
2014,ND,5.11,58,0.0,15,6.3,43,17.8,137,,17.0,"5,427",3.26,41.4,24.1,stable,452.3 ,3932,-0.3 ,
2014,OH,6.88,959,5.2,578,24.6,"2,744",12.6,"1,491",,20.8,"12,925",2.12,32.5,20.7,rising,465.3 ,69011,0.5 ,
2014,OK,8.21,438,6.6,250,20.3,777,19.1,736,,18.9,"6,036",1.85,26.8,14.5,stable,443.4 ,20658,-0.1 ,
2014,OR,5.09,232,2.4,99,12.8,522,18.6,782,,14.5,"5,873",2.71,27.9,21.2,falling,419.2 ,22328,-0.7 ,
2014,PA,5.89,838,5.2,620,21.9,"2,732",13.3,"1,817",,17.3,"6,385",2.32,25.4,19.8,falling,467.4 ,79630,-0.7 ,
2014,RI,4.43,48,2.5,27,23.4,247,10.1,113,,13.3,"5,710",2.71,40.3,21.7,falling,463.3 ,6329,-0.7 ,
2014,SC,6.44,371,7.6,363,14.4,701,15.2,753,,17.5,"6,857",2.12,32.8,21.7,falling,430.8 ,28303,-1.9 ,
2014,SD,5.7,70,3.1,26,7.8,63,17.1,141,,18.3,"6,496",2.34,36.1,24.4,stable,457.8 ,4904,0.1 ,
2014,TN,6.87,561,6.5,417,19.5,"1,269",14.1,948,,19.9,"5,885",2.3,23.5,17.2,falling,457.7 ,38378,-0.3 ,
2014,TX,5.85,2337,5.2,"1,389",9.7,"2,601",12.2,"3,254",,14.7,"11,623",2.41,25.4,19.6,stable,412.2 ,120668,0.4 ,
2014,UT,4.91,251,2.0,61,22.4,603,20.5,559,,7.9,"11,496",1.36,21.7,11.9,falling,403 ,11449,-0.3 ,
2014,VT,4.57,28,0.0,16,13.9,83,18.7,124,,15.1,"6,125",3.22,35.4,23.2,stable,454.3 ,3937,0.2 ,
2014,VA,5.65,584,4.1,339,11.7,980,12.9,"1,122",,14.0,"9,492",2.27,30.3,17.3,stable,408.2 ,41480,-0.3 ,
2014,WA,4.48,397,3.1,211,13.3,979,15.2,"1,119",,12.6,"12,234",2.26,32.7,16.5,falling,434.3 ,38313,-1.0 ,
2014,WV,6.95,141,5.9,103,35.5,627,18.1,359,,23.8,"5,193",1.82,26.1,15.2,stable,482.4 ,12174,-0.2 ,
2014,WI,5.72,384,3.0,166,15.1,853,13.1,769,,15.4,"4,739",3.11,35.6,25.2,stable,465.5 ,34387,-0.1 ,
2014,WY,6.37,49,4.4,24,19.4,109,20.6,120,,18.4,"4,506",2.94,31.8,20.5,falling,404.3 ,2891,-0.8 ,
2005,AL,9.53,576,9.6,433,6.3,283,11.5,535,,20.2,"6,744",2.08,25.9,14.8,falling,440.7 ,27148,-0.6 ,
2005,AK,5.93,62,5.2,37,11.4,79,19.9,131,,17.4,"2,849",2.83,36.9,18.1,stable,421.3 ,3124,0.1 ,
2005,AZ,6.85,659,9.0,532,14.1,794,16.4,945,,14.9,"8,468",2.24,22.3,17.4,falling,376.6 ,33768,-0.7 ,
2005,AR,7.83,307,8.0,219,10.1,269,14.3,400,,20.2,"5,116",1.92,25.7,15.9,rising,467.5 ,17563,1.0 ,
2005,CA,5.32,2918,6.9,"2,540",9.0,"3,214",9.1,"3,206",,10.0,"10,861",2.63,27.7,18.8,stable,394.7 ,174052,-0.6 ,
2005,CO,6.44,444,3.8,182,12.7,608,17.2,800,,13.5,"8,664",2.97,34.0,20.1,stable,391.7 ,24801,0.2 ,
2005,CT,5.85,244,3.2,107,8.5,295,8.1,295,,12.1,"8,665",2.5,30.4,19.2,falling,458.2 ,21269,-0.6 ,
2005,DE,9.02,105,6.6,55,7.5,62,9.7,83,,15.9,"3,705",4.01,25.0,20.5,falling,457.8 ,5963,-1.2 ,
2005,FL,7.24,1639,5.8,998,13.5,"2,371",12.5,"2,347",,14.8,"15,824",2.74,22.0,20.2,falling,452.4 ,135952,-0.4 ,
2005,GA,8.07,1148,7.1,649,8.2,738,10.6,924,,16.3,"6,847",1.91,20.7,17.8,stable,463.8 ,54354,-0.1 ,
2005,HI,6.58,118,1.9,25,9.4,126,8.2,107,,12.3,"7,396",2.71,31.5,20.7,stable,413.9 ,7587,-0.1 ,
2005,ID,5.98,138,3.2,45,8.1,109,16.5,228,,15.3,"5,304",2.1,31.5,19.6,stable,444.9 ,9122,0.4 ,
2005,IL,7.38,1322,6.8,866,8.4,"1,067",8.6,"1,086",,14.5,"5,338",2.42,28.8,22.9,stable,459.7 ,70160,-0.1 ,
2005,IN,8.04,701,5.9,368,9.8,610,11.8,745,,19.2,"8,427",2.34,19.0,17.7,data not available,data not available ,data not available,data not available,
2005,IA,5.44,214,1.6,44,4.8,141,11.2,333,,16.4,"9,467",2.34,26.8,24.6,rising,486.8 ,19197,1.0 ,
2005,KS,7.37,294,3.9,106,9.1,241,13.3,362,,16.2,"10,814",2.12,19.4,20.0,falling,453.9 ,15648,-0.5 ,
2005,KY,6.73,380,5.4,222,15.3,638,13.4,566,,23.6,"7,735",2.12,25.5,18.2,stable,506.8 ,27911,-0.3 ,
2005,LA,9.85,600,12.8,592,14.7,661,11.0,505,,21.9,"4,456",2.59,31.2,21.9,rising,478.3 ,26491,0.8 ,
2005,ME,6.87,97,1.7,22,12.4,163,12.4,175,,17.6,"11,048",2.99,34.4,22.5,stable,473.4 ,9293,-0.1 ,
2005,MD,7.3,547,10.4,576,11.4,656,8.4,472,,12.7,"16,547",2.15,28.3,16.0,stable,449.7 ,32760,-0.2 ,
2005,MA,5.13,394,2.8,178,12.0,780,7.2,480,,12.0,"7,394",2.62,30.5,22.5,stable,449.4 ,38719,-0.4 ,
2005,MI,7.89,1007,6.9,677,9.8,985,11.0,"1,108",,18.7,"10,181",2.53,29.2,20.5,falling,438.2 ,55927,-1.1 ,
2005,MN,5.09,361,2.7,139,5.4,282,10.5,547,,14.6,"14,884",2.85,29.9,23.4,rising,473.3 ,31958,0.9 ,
2005,MS,11.46,486,9.0,254,8.8,248,12.7,363,,20.4,"4,945",2.39,18.5,15.9,stable,465.4 ,16781,0.2 ,
2005,MO,7.52,591,7.3,417,10.7,608,12.5,727,,19.6,"7,088",2.68,27.6,19.5,falling,449.8 ,34586,-0.6 ,
2005,MT,7.25,84,3.4,33,10.1,96,21.7,206,,16.6,"6,299",3.32,46.4,24.3,falling,457 ,6461,-0.4 ,
2005,NE,5.66,148,2.5,44,5.0,86,10.9,187,,14.7,"15,301",2.17,33.2,23.2,rising,459.1 ,10374,0.8 ,
2005,NV,5.66,211,7.8,190,18.7,457,19.8,480,,15.7,"2,702",3.43,27.3,19.5,data not available,data not available ,data not available,data not available,
2005,NH,5.27,76,0.0,19,10.7,142,12.0,162,,15.9,"5,481",4.83,33.1,20.8,falling,476 ,8767,-0.6 ,
2005,NJ,5.17,588,5.1,427,9.4,823,6.1,536,,,,2.63,22.8,16.0,falling,481.9 ,53389,-0.5 ,
2005,NM,6.17,178,7.9,152,20.1,373,17.8,342,,16.0,"5,746",2.3,29.4,17.4,stable,369 ,9672,-0.3 ,
2005,NY,5.82,1433,4.7,901,4.8,944,6.0,"1,189",,12.7,"13,230",2.22,20.2,19.0,falling,474.4 ,114869,-0.5 ,
2005,NC,8.81,1085,7.6,661,11.4,"1,000",11.5,"1,009",,18.5,"4,131",2.31,25.9,16.5,falling,464.4 ,59215,-0.4 ,
2005,ND,5.96,50,0.0,11,0.0,12,13.7,92,,17.0,"5,427",3.26,41.4,24.1,stable,452.3 ,3932,-0.3 ,
2005,OH,8.17,1213,5.6,630,10.9,"1,243",11.5,"1,341",,20.8,"12,925",2.12,32.5,20.7,rising,465.3 ,69011,0.5 ,
2005,OK,7.95,412,6.1,214,13.8,478,14.8,522,,18.9,"6,036",1.85,26.8,14.5,stable,443.4 ,20658,-0.1 ,
2005,OR,5.99,275,2.9,102,10.4,386,14.9,560,,14.5,"5,873",2.71,27.9,21.2,falling,419.2 ,22328,-0.7 ,
2005,PA,7.29,1060,6.3,749,13.2,"1,613",11.1,"1,430",,17.3,"6,385",2.32,25.4,19.8,falling,467.4 ,79630,-0.7 ,
2005,RI,6.46,82,3.1,32,14.3,156,6.3,71,,13.3,"5,710",2.71,40.3,21.7,falling,463.3 ,6329,-0.7 ,
2005,SC,9.46,546,7.9,337,9.9,427,11.8,510,,17.5,"6,857",2.12,32.8,21.7,falling,430.8 ,28303,-1.9 ,
2005,SD,6.98,80,2.9,22,5.5,40,15.4,121,,18.3,"6,496",2.34,36.1,24.4,stable,457.8 ,4904,0.1 ,
2005,TN,8.77,717,8.3,495,14.5,872,14.0,856,,19.9,"5,885",2.3,23.5,17.2,falling,457.7 ,38378,-0.3 ,
2005,TX,6.55,2526,6.5,"1,501",8.5,"1,910",10.9,"2,418",,14.7,"11,623",2.41,25.4,19.6,stable,412.2 ,120668,0.4 ,
2005,UT,4.52,233,2.4,63,19.3,438,15.4,348,,7.9,"11,496",1.36,21.7,11.9,falling,403 ,11449,-0.3 ,
2005,VT,6.49,42,0.0,12,8.5,53,12.5,78,,15.1,"6,125",3.22,35.4,23.2,stable,454.3 ,3937,0.2 ,
2005,VA,7.47,781,6.4,490,7.5,581,11.2,866,,14.0,"9,492",2.27,30.3,17.3,stable,408.2 ,41480,-0.3 ,
2005,WA,5.07,419,3.6,231,13.0,850,12.8,822,,12.6,"12,234",2.26,32.7,16.5,falling,434.3 ,38313,-1.0 ,
2005,WV,8.16,170,5.4,93,10.5,184,13.2,255,,23.8,"5,193",1.82,26.1,15.2,stable,482.4 ,12174,-0.2 ,
2005,WI,6.54,464,4.3,236,9.3,518,11.6,643,,15.4,"4,739",3.11,35.6,25.2,stable,465.5 ,34387,-0.1 ,
2005,WY,6.63,48,0.0,16,4.9,26,17.3,90,,18.4,"4,506",2.94,31.8,20.5,falling,404.3 ,2891,-0.8 ,
